accx,accy,accz,dpsx,dpsy,dpsz,roll,pitch,rpm,vel,temp_motor,soc,temp_cvt,volt,current,flags,latitude,longitude,timestamp
2.07,1.76,1.51,2.69,-2.5,-2.93,-1.57,2.61,6563.05,10.29,103.71,74.41,89.59,12.9,220.4,0.42,-8.059992,-34.899005,2025-07-12T18:51:55.974185
2.68,0.99,0.98,-2.34,-0.54,2.12,0.96,-0.91,5893.35,21.44,84.76,70.14,73.74,10.89,138.03,0.73,-8.060261,-34.89965,2025-07-12T18:51:56.474185
-1.65,-1.51,-0.79,0.46,2.9,2.05,-2.75,0.38,907.87,40.35,84.73,50.63,56.08,11.18,225.13,0.97,-8.060163,-34.899995,2025-07-12T18:51:56.974185
-0.72,-2.11,0.56,-2.74,-2.09,1.81,2.98,-2.96,5658.51,21.98,103.57,57.52,93.13,11.24,167.71,0.43,-8.059768,-34.900177,2025-07-12T18:51:57.474185
2.11,-2.55,-1.58,-0.94,2.34,1.59,0.07,2.62,2237.4,3.07,108.2,99.03,63.87,11.13,464.49,0.13,-8.060198,-34.900103,2025-07-12T18:51:57.974185
-0.76,2.53,1.61,1.2,0.59,-2.77,-0.13,1.15,2543.73,6.08,70.87,91.65,52.96,12.77,442.2,0.13,-8.06007,-34.899257,2025-07-12T18:51:58.474185
1.7,-2.04,-1.3,0.96,-0.28,2.92,-2.88,-2.03,3787.43,41.13,87.05,19.91,94.29,12.5,461.67,0.82,-8.059596,-34.900758,2025-07-12T18:51:58.974185
-2.96,0.55,-1.98,-0.92,-2.23,1.36,2.14,1.89,6844.64,37.9,93.47,9.31,81.46,12.24,464.19,0.7,-8.060019,-34.899334,2025-07-12T18:51:59.474185
-0.39,1.09,-0.3,-0.28,-2.65,-1.04,2.91,-2.06,5050.45,37.21,90.92,82.03,81.35,12.46,476.33,0.96,-8.059658,-34.900193,2025-07-12T18:51:59.974185
-1.36,-2.26,-2.13,0.68,0.79,0.52,2.14,1.89,6844.74,59.58,88.38,52.72,71.93,11.43,338.2,0.73,-8.059029,-34.900633,2025-07-12T18:52:00.474185
-2.79,-0.96,0.38,2.39,2.26,-0.6,-1.37,0.81,5826.06,34.2,94.09,77.27,98.55,11.1,321.46,0.31,-8.059531,-34.900125,2025-07-12T18:52:00.974185
1.49,-1.06,-2.76,-1.43,0.61,-0.24,-1.55,2.81,6204.27,21.4,82.84,93.74,78.54,11.67,125.63,0.86,-8.059457,-34.900468,2025-07-12T18:52:01.474185
-1.38,-2.61,2.73,-2.25,-2.47,-1.34,-1.69,-2.31,3102.93,33.63,73.2,81.96,68.05,12.23,165.78,0.7,-8.059689,-34.899292,2025-07-12T18:52:01.974185
0.3,-2.96,-0.62,-1.88,-0.53,-1.23,-2.5,1.99,5931.2,59.96,75.68,53.78,54.17,11.1,443.36,0.03,-8.059738,-34.90092,2025-07-12T18:52:02.474185
-0.61,-1.11,1.77,0.63,1.67,1.05,1.86,0.43,1800.55,5.95,107.5,10.89,95.8,11.35,448.99,0.15,-8.060936,-34.899291,2025-07-12T18:52:02.974185
0.71,-2.11,2.17,-0.3,1.71,-0.23,2.85,0.87,7868.34,15.16,60.04,21.45,52.84,12.43,218.93,0.9,-8.059727,-34.900705,2025-07-12T18:52:03.474185
-1.49,0.21,-2.68,-0.59,2.6,2.2,1.31,-2.73,3588.55,19.6,68.03,23.85,62.43,11.17,333.04,0.28,-8.059239,-34.899978,2025-07-12T18:52:03.974185
-1.18,2.08,-1.92,-2.28,1.1,-1.04,2.24,2.1,4205.01,20.6,65.29,87.67,72.93,11.31,258.89,0.1,-8.060054,-34.900662,2025-07-12T18:52:04.474185
1.72,2.83,0.42,0.74,2.72,2.19,-0.69,1.38,6971.01,51.91,68.34,97.49,96.33,12.69,118.86,0.34,-8.060609,-34.90001,2025-07-12T18:52:04.974185
-1.46,1.47,-0.39,0.58,-2.92,-2.18,-1.41,2.59,5104.34,1.95,73.15,88.01,92.3,11.64,483.85,0.16,-8.059472,-34.89933,2025-07-12T18:52:05.474185
1.24,2.87,1.2,0.77,0.5,-2.24,-2.63,-2.39,1154.61,13.87,97.1,69.59,65.48,11.07,341.37,0.74,-8.060058,-34.900064,2025-07-12T18:52:05.974185
2.51,1.06,0.0,-1.61,-2.71,2.82,0.96,-1.87,6469.53,22.47,64.51,42.93,69.34,11.06,393.92,0.84,-8.060056,-34.899493,2025-07-12T18:52:06.474185
0.85,-0.87,-2.63,2.09,2.03,2.03,-0.32,-1.7,1870.29,53.78,79.87,68.49,87.09,11.19,379.91,0.27,-8.059089,-34.899325,2025-07-12T18:52:06.974185
0.26,2.99,-1.22,-2.34,0.16,-0.4,0.19,0.57,3726.11,29.37,74.31,46.12,92.51,11.72,274.1,0.8,-8.059322,-34.899965,2025-07-12T18:52:07.474185
-2.66,0.96,2.26,-0.0,1.09,2.99,-2.31,-2.67,5033.98,29.42,94.62,22.46,87.96,11.89,388.56,0.9,-8.060802,-34.900376,2025-07-12T18:52:07.974185
-1.97,-0.57,-0.67,-2.91,-0.56,-2.1,1.32,-1.3,6184.22,8.25,82.74,39.31,77.35,12.69,420.28,0.77,-8.059964,-34.89977,2025-07-12T18:52:08.474185
2.69,-1.36,2.39,2.5,2.04,-1.33,2.45,2.81,5226.0,33.79,87.41,57.06,62.04,11.83,445.59,0.59,-8.059961,-34.89999,2025-07-12T18:52:08.974185
2.97,-2.17,-1.14,2.48,2.64,0.32,0.88,1.95,7075.84,15.22,105.14,17.91,69.06,12.52,116.12,0.79,-8.060491,-34.900448,2025-07-12T18:52:09.474185
-1.19,-0.34,2.87,-0.02,0.61,1.83,1.56,2.73,4896.44,37.74,97.13,94.2,98.92,12.92,432.71,0.64,-8.059743,-34.899665,2025-07-12T18:52:09.974185
1.55,1.29,-0.16,-2.09,-0.77,0.99,-1.93,-1.32,3625.42,15.28,89.22,92.65,95.66,10.89,173.5,0.0,-8.060863,-34.899787,2025-07-12T18:52:10.474185
1.44,-1.56,0.53,1.75,1.98,1.46,0.98,-0.21,6136.97,18.44,97.31,23.45,90.71,12.85,428.73,0.84,-8.059519,-34.899676,2025-07-12T18:52:10.974185
1.68,-1.46,2.91,2.09,-0.72,-1.97,0.36,2.41,2336.24,21.37,69.05,35.07,97.68,12.93,351.69,0.31,-8.060755,-34.899227,2025-07-12T18:52:11.474185
0.5,0.08,1.35,-0.89,2.66,0.6,-1.37,1.28,7189.78,59.1,77.84,59.29,73.81,11.18,430.71,0.76,-8.059141,-34.899069,2025-07-12T18:52:11.974185
-0.66,2.46,-2.64,0.56,-2.66,-1.14,-1.74,-2.48,7067.18,39.69,99.0,28.46,52.72,11.87,497.09,0.57,-8.059347,-34.900287,2025-07-12T18:52:12.474185
-1.87,1.72,-1.29,-0.61,0.63,-2.85,-1.63,1.41,2131.42,54.89,95.72,0.37,55.0,10.56,434.31,0.67,-8.060757,-34.900596,2025-07-12T18:52:12.974185
-1.29,-1.65,-2.91,2.92,2.63,1.97,-0.05,-2.61,2520.81,47.35,96.35,64.26,81.71,11.3,479.23,0.55,-8.059734,-34.900499,2025-07-12T18:52:13.474185
2.47,0.6,0.19,2.61,-0.93,2.11,0.72,-1.14,4289.27,56.98,109.18,50.07,85.69,12.12,343.76,0.89,-8.060596,-34.899075,2025-07-12T18:52:13.974185
-0.87,1.8,-2.68,-0.38,0.58,0.37,-1.87,-0.07,7492.46,51.31,92.37,23.44,78.57,11.5,334.84,0.41,-8.05976,-34.899738,2025-07-12T18:52:14.474185
0.47,0.2,-1.57,-1.61,-0.42,-2.39,2.75,-0.56,7699.94,23.44,82.5,35.46,68.6,10.71,438.54,0.8,-8.060926,-34.89991,2025-07-12T18:52:14.974185
2.53,2.2,-2.92,0.45,0.03,-0.48,2.2,1.35,3543.82,13.73,74.43,72.84,59.15,12.7,184.68,0.28,-8.06065,-34.899547,2025-07-12T18:52:15.474185
-2.78,-1.55,2.49,-1.21,0.19,-2.48,1.31,-1.38,6132.49,42.08,93.68,74.06,52.11,10.93,168.89,0.34,-8.059443,-34.899441,2025-07-12T18:52:15.974185
2.98,-1.28,2.5,-2.43,-1.41,-2.56,-0.74,-2.92,7682.96,43.63,83.01,72.91,63.0,11.58,120.25,0.28,-8.059762,-34.899173,2025-07-12T18:52:16.474185
-0.81,1.97,0.6,2.32,0.33,-1.7,1.51,-2.37,3009.5,35.71,89.37,58.18,91.12,12.55,448.51,0.87,-8.06072,-34.89916,2025-07-12T18:52:16.974185
-2.99,0.67,-2.43,0.89,-0.1,-2.77,1.46,2.48,4404.3,22.67,78.25,49.34,91.87,11.54,112.92,0.69,-8.060253,-34.900389,2025-07-12T18:52:17.474185
0.63,-1.37,2.88,2.43,-1.0,-2.31,-0.56,-2.79,3663.43,24.71,103.2,72.94,58.72,12.87,134.55,0.07,-8.060153,-34.899337,2025-07-12T18:52:17.974185
-0.16,-2.4,-1.64,-0.07,1.23,1.18,1.15,-0.61,5031.33,28.45,64.79,64.93,76.29,11.11,440.48,0.39,-8.059276,-34.900026,2025-07-12T18:52:18.474185
-2.48,-1.51,0.67,0.4,1.37,-0.98,-2.38,-1.03,7827.31,31.12,95.85,3.09,75.43,10.57,361.71,0.81,-8.060321,-34.899712,2025-07-12T18:52:18.974185
0.51,-2.53,-2.07,-1.82,-2.62,-0.69,1.33,-0.54,1712.79,4.85,72.55,35.77,97.13,11.44,201.59,0.01,-8.060876,-34.900769,2025-07-12T18:52:19.474185
2.51,0.3,-2.43,-0.95,0.64,2.07,2.64,2.05,6783.6,22.83,81.17,82.22,89.05,10.97,189.07,0.34,-8.059814,-34.899488,2025-07-12T18:52:19.974185
0.61,0.39,0.69,0.95,1.29,1.93,-1.35,1.8,6847.62,18.92,108.7,82.14,54.33,11.83,357.06,0.05,-8.060848,-34.899938,2025-07-12T18:52:20.474185
-0.57,-0.9,-2.31,-2.49,-1.56,0.56,2.04,0.39,3407.7,37.98,92.96,88.69,94.29,11.85,256.16,0.01,-8.059381,-34.900104,2025-07-12T18:52:20.974185
2.09,0.69,1.8,-0.61,0.12,-1.64,-0.39,-0.63,6263.85,36.03,76.94,79.93,59.68,12.71,186.25,0.89,-8.059908,-34.899609,2025-07-12T18:52:21.474185
-2.49,-1.55,2.34,-0.45,-1.1,-0.28,1.87,1.2,4165.19,3.02,83.84,90.17,87.88,11.01,244.2,0.41,-8.060672,-34.900325,2025-07-12T18:52:21.974185
2.78,2.9,-1.55,1.15,1.13,-1.78,-2.85,2.4,5214.53,14.7,83.53,78.43,59.83,12.05,225.37,0.05,-8.060997,-34.899366,2025-07-12T18:52:22.474185
-2.81,1.31,-2.83,-0.39,2.87,-2.67,-1.23,2.25,3197.67,6.27,74.83,70.68,71.64,11.67,101.59,0.67,-8.060897,-34.900487,2025-07-12T18:52:22.974185
-1.88,-2.91,0.86,-2.26,-1.6,1.35,1.08,0.07,2928.96,32.34,81.49,59.53,80.65,12.99,122.75,0.01,-8.05948,-34.90075,2025-07-12T18:52:23.474185
2.51,0.16,-2.05,0.2,1.05,-2.29,-2.54,1.47,835.41,53.56,77.94,45.08,79.46,11.75,263.22,0.58,-8.059739,-34.900163,2025-07-12T18:52:23.974185
-2.04,1.51,0.48,-1.04,-2.0,-1.78,0.22,-1.13,4833.35,50.38,64.68,72.29,53.13,11.68,290.91,0.74,-8.06061,-34.899262,2025-07-12T18:52:24.474185
1.2,1.7,0.61,-0.64,-2.62,1.31,-0.94,-1.31,1633.8,3.08,95.44,92.51,51.05,12.23,131.86,0.32,-8.060396,-34.900401,2025-07-12T18:52:24.974185
-2.56,-0.79,1.53,-0.58,1.91,2.98,0.07,1.05,4037.76,16.26,79.64,52.0,55.65,12.74,355.1,0.13,-8.05911,-34.899515,2025-07-12T18:52:25.474185
1.03,-1.23,1.85,-0.82,-1.44,-2.47,-1.51,-0.06,2777.67,11.0,66.27,29.77,76.02,12.51,214.84,0.22,-8.059537,-34.899283,2025-07-12T18:52:25.974185
0.7,0.31,-2.95,0.37,-0.67,-0.64,-2.64,-1.45,987.59,30.35,84.26,41.25,95.94,10.53,341.1,0.22,-8.059999,-34.899946,2025-07-12T18:52:26.474185
1.67,1.18,-2.92,-2.96,-0.38,1.72,-2.66,1.43,3228.29,23.9,73.17,49.25,62.43,10.64,302.17,0.99,-8.059186,-34.899884,2025-07-12T18:52:26.974185
-0.57,1.38,1.8,-1.52,2.98,-1.3,1.97,-0.28,6774.02,42.55,89.55,25.3,89.48,12.12,172.18,0.85,-8.060753,-34.899034,2025-07-12T18:52:27.474185
1.16,-2.17,-0.41,1.29,-2.95,-2.74,-2.89,-2.6,879.48,19.39,69.65,82.53,76.77,12.43,368.38,0.59,-8.05992,-34.900686,2025-07-12T18:52:27.974185
-0.16,1.57,-0.12,2.86,1.31,-2.37,0.33,-1.71,439.42,25.68,88.4,54.91,57.73,12.26,258.69,0.15,-8.060691,-34.899751,2025-07-12T18:52:28.474185
1.08,1.27,-0.81,-1.06,-1.35,-2.83,0.24,2.02,5200.29,9.85,62.86,93.4,58.3,11.15,496.18,0.03,-8.059801,-34.900254,2025-07-12T18:52:28.974185
-2.64,0.76,1.76,1.29,1.71,0.97,0.37,2.09,2579.36,36.39,90.74,57.5,52.25,11.44,364.04,0.45,-8.060154,-34.89901,2025-07-12T18:52:29.474185
0.63,-0.82,-0.62,-0.89,-2.21,2.49,1.37,-0.61,6161.11,54.07,88.08,56.71,66.85,11.97,379.17,0.86,-8.059147,-34.900814,2025-07-12T18:52:29.974185
2.46,-1.58,0.94,1.79,-1.47,-1.24,0.16,-1.56,4257.86,53.69,76.02,94.49,64.12,12.59,237.79,0.69,-8.059883,-34.899608,2025-07-12T18:52:30.474185
2.59,-1.38,-2.63,0.18,1.56,-2.15,0.73,1.99,7547.89,25.14,88.79,17.58,80.73,12.78,489.49,0.34,-8.059154,-34.899551,2025-07-12T18:52:30.974185
-1.06,-0.36,-1.71,0.45,-1.18,-1.94,-1.83,-0.67,1492.78,30.2,68.33,50.58,63.2,10.79,106.08,0.54,-8.06042,-34.900504,2025-07-12T18:52:31.474185
-2.48,0.4,-2.27,1.21,2.38,-0.13,-1.39,-2.76,1688.27,23.43,103.69,75.92,52.1,11.13,365.88,0.8,-8.059858,-34.899634,2025-07-12T18:52:31.974185
-1.09,0.73,0.9,0.61,1.16,-1.55,0.4,0.82,3562.9,33.9,84.63,40.4,96.63,10.98,378.38,0.23,-8.05976,-34.900052,2025-07-12T18:52:32.474185
0.49,-0.92,0.81,-2.68,-2.04,2.81,-0.44,0.08,2246.14,39.96,98.95,93.93,70.23,11.09,195.92,0.83,-8.060818,-34.900268,2025-07-12T18:52:32.974185
-2.25,-0.52,-1.65,1.83,1.4,-1.14,1.95,2.65,1650.59,0.38,104.14,41.63,97.86,12.16,173.86,0.1,-8.059602,-34.900525,2025-07-12T18:52:33.474185
1.4,1.29,-2.7,-1.9,-2.3,2.96,-2.87,-2.76,2613.2,48.04,98.73,93.34,77.82,10.68,201.93,0.37,-8.060559,-34.900226,2025-07-12T18:52:33.974185
0.1,0.94,-2.79,-1.92,-1.4,0.23,0.01,1.9,2372.57,24.21,75.21,39.08,94.23,10.67,498.96,0.92,-8.060398,-34.900405,2025-07-12T18:52:34.474185
-2.5,2.03,1.7,2.94,-1.74,1.75,0.72,0.03,3699.3,1.62,97.28,26.19,76.36,11.38,359.04,0.47,-8.060074,-34.89922,2025-07-12T18:52:34.974185
0.73,0.46,-1.88,-0.03,0.67,-2.2,-0.89,-2.93,5407.52,7.01,102.16,90.31,69.94,11.53,344.52,0.56,-8.059006,-34.900937,2025-07-12T18:52:35.474185
-2.9,-1.56,2.75,-1.51,0.63,-1.37,-0.19,1.52,4358.07,2.94,86.33,4.92,86.4,11.78,483.94,0.24,-8.060218,-34.899244,2025-07-12T18:52:35.974185
2.81,0.42,0.65,2.92,-0.77,2.43,2.39,-0.77,4315.46,15.75,64.96,96.91,73.41,11.97,479.74,0.12,-8.059157,-34.900332,2025-07-12T18:52:36.474185
-2.84,-2.98,-0.47,-2.79,-0.82,1.27,-1.07,2.76,4755.34,31.09,93.02,32.48,85.91,10.73,391.36,0.37,-8.059115,-34.900256,2025-07-12T18:52:36.974185
-1.92,2.3,-0.94,-2.09,0.86,-2.45,0.24,1.3,1134.09,2.11,94.27,27.77,98.29,12.56,210.52,0.73,-8.059317,-34.899165,2025-07-12T18:52:37.474185
-1.33,1.78,2.0,2.58,-1.36,0.81,-0.39,2.48,5725.73,56.59,91.87,41.68,74.05,11.92,184.07,0.62,-8.059774,-34.899945,2025-07-12T18:52:37.974185
-1.1,-2.77,1.42,-1.2,-2.46,-0.82,-1.54,1.91,2209.67,28.45,90.92,14.02,91.47,12.61,355.19,0.61,-8.059799,-34.899851,2025-07-12T18:52:38.474185
-0.38,-0.02,-0.34,2.63,2.06,-2.52,-0.66,-0.22,3686.62,45.21,61.9,16.49,77.11,11.7,233.42,0.56,-8.059792,-34.899602,2025-07-12T18:52:38.974185
0.5,-1.92,-0.79,-0.34,2.93,-0.74,1.71,-2.95,4154.57,11.83,91.42,9.52,95.9,11.72,398.12,0.97,-8.059323,-34.900742,2025-07-12T18:52:39.474185
-0.03,2.58,-1.97,1.81,-1.13,-1.93,-2.87,-0.39,6852.98,46.79,100.14,78.84,88.5,12.85,252.56,0.27,-8.060635,-34.899619,2025-07-12T18:52:39.974185
0.99,-1.93,0.44,-0.56,2.36,-2.61,0.69,-2.22,4693.44,40.77,80.43,8.66,99.1,11.06,391.45,0.89,-8.060256,-34.899999,2025-07-12T18:52:40.474185
-1.7,-1.58,2.16,-2.37,-0.95,-0.24,-2.65,1.13,2568.01,34.1,63.71,62.87,71.61,12.75,402.22,0.37,-8.059374,-34.900145,2025-07-12T18:52:40.974185
-1.98,-0.14,1.15,2.34,1.28,2.68,-1.29,-2.83,7917.38,33.48,90.58,6.53,63.69,11.69,221.82,0.3,-8.060021,-34.899083,2025-07-12T18:52:41.474185
-1.42,1.32,-1.23,1.0,0.18,2.95,-1.94,0.98,5313.56,43.4,69.4,63.32,61.41,12.42,423.09,0.51,-8.05915,-34.899119,2025-07-12T18:52:41.974185
-2.19,1.29,-0.11,-0.25,-2.5,-2.6,0.02,-1.53,2158.5,29.29,68.8,19.69,97.59,10.69,309.46,0.45,-8.059137,-34.90033,2025-07-12T18:52:42.474185
0.66,2.23,-1.48,1.77,-0.97,1.78,-1.76,1.23,6086.81,1.08,93.16,35.37,53.01,10.71,207.74,0.57,-8.059542,-34.900888,2025-07-12T18:52:42.974185
0.12,0.0,2.9,1.18,1.52,-0.03,0.19,0.1,5443.24,46.16,102.45,58.87,59.64,10.59,205.57,0.22,-8.060715,-34.90098,2025-07-12T18:52:43.474185
2.37,-1.41,-0.37,2.34,2.15,1.06,2.99,-2.42,1796.06,16.38,101.27,35.69,91.85,12.11,225.28,0.79,-8.060504,-34.899609,2025-07-12T18:52:43.974185
-0.66,2.5,2.97,-0.58,1.65,-0.23,1.03,2.09,607.08,35.15,77.69,73.91,70.7,12.14,380.19,0.05,-8.060189,-34.899902,2025-07-12T18:52:44.474185
0.66,1.32,0.44,2.73,-2.62,2.08,-1.7,0.01,1287.51,2.38,89.15,7.07,73.26,12.0,183.76,0.46,-8.059429,-34.900308,2025-07-12T18:52:44.974185
2.61,0.56,-1.34,-1.22,1.04,2.57,-1.8,2.3,5441.94,32.14,100.05,43.07,98.54,12.54,328.6,0.74,-8.059187,-34.900816,2025-07-12T18:52:45.474185
-2.61,-2.41,2.04,0.42,2.18,1.47,2.84,0.78,7647.0,3.12,76.28,81.88,55.81,10.95,283.24,0.23,-8.06004,-34.899022,2025-07-12T18:52:45.974185
-1.95,-2.79,0.5,-0.79,2.17,1.96,0.41,1.04,3121.79,38.43,61.7,81.55,68.02,11.88,145.09,0.05,-8.060575,-34.899743,2025-07-12T18:52:46.474185
2.06,-1.93,1.22,2.01,-2.31,0.67,-2.31,2.55,175.81,38.31,72.79,40.77,59.06,10.85,105.58,0.98,-8.06023,-34.899306,2025-07-12T18:52:46.974185
-2.17,1.0,2.2,-2.05,0.39,2.7,1.1,-0.28,1719.44,40.87,109.29,60.5,57.99,11.12,469.19,0.52,-8.06082,-34.900381,2025-07-12T18:52:47.474185
-2.38,-0.16,-1.3,-1.81,2.57,2.47,1.45,2.86,6983.8,19.17,79.72,15.02,55.85,10.99,222.5,0.48,-8.05911,-34.900755,2025-07-12T18:52:47.974185
-0.4,-2.93,1.28,-2.44,1.51,-2.03,0.03,0.17,7038.04,56.45,101.68,47.47,61.96,11.61,478.82,0.48,-8.059748,-34.899013,2025-07-12T18:52:48.474185
2.51,2.67,-2.41,0.45,-1.66,1.7,0.89,-1.37,2064.66,1.04,69.36,74.75,62.24,11.69,145.16,0.14,-8.059703,-34.900217,2025-07-12T18:52:48.974185
1.16,1.02,1.97,-1.19,-0.32,-0.03,1.36,2.7,1014.78,1.55,72.28,18.61,94.87,12.54,221.75,0.11,-8.059619,-34.900126,2025-07-12T18:52:49.474185
-1.03,2.08,-2.84,2.61,1.83,2.79,-0.51,2.64,1664.63,49.24,68.33,55.24,82.16,11.93,225.33,0.83,-8.060772,-34.900282,2025-07-12T18:52:49.974185
-0.19,0.02,-1.32,2.21,-0.21,-2.24,-0.59,0.52,574.54,42.19,71.24,14.78,67.17,11.69,376.75,0.34,-8.060308,-34.899018,2025-07-12T18:52:50.474185
-1.64,-1.48,2.67,-2.88,-0.49,2.11,-0.99,-1.56,4497.17,29.94,98.4,3.56,84.3,12.58,230.62,0.88,-8.059896,-34.899561,2025-07-12T18:52:50.974185
-0.05,-0.09,1.1,0.4,-2.95,-0.34,-0.53,-2.87,1264.28,10.15,75.37,20.1,95.45,10.85,126.42,0.66,-8.060114,-34.899537,2025-07-12T18:52:51.474185
-1.12,-0.05,-0.1,-1.38,1.44,-2.03,-0.2,0.79,6442.87,42.73,102.84,15.38,59.26,11.53,452.4,0.53,-8.059892,-34.900162,2025-07-12T18:52:51.974185
0.64,2.5,-1.79,-0.56,0.71,-0.99,-0.79,-2.71,3139.38,9.96,88.16,60.87,62.67,10.57,179.65,0.83,-8.059138,-34.89903,2025-07-12T18:52:52.474185
-1.95,2.47,-1.68,-2.7,0.53,1.75,-0.35,0.5,4071.09,58.44,61.67,22.21,74.25,12.89,205.72,0.33,-8.060371,-34.899958,2025-07-12T18:52:52.974185
0.92,2.04,0.53,2.99,-0.23,0.16,-2.09,-0.32,2741.46,25.5,91.7,94.04,63.79,12.99,306.39,0.73,-8.060213,-34.900203,2025-07-12T18:52:53.474185
-0.56,-1.8,-1.93,1.13,0.32,-2.42,1.36,0.83,1790.68,28.09,85.46,93.62,99.22,12.64,120.35,0.18,-8.060249,-34.900305,2025-07-12T18:52:53.974185
-1.32,2.22,2.99,-0.82,1.14,-0.23,-0.08,2.86,2155.14,33.58,102.14,11.92,74.01,12.12,295.02,0.86,-8.059645,-34.899552,2025-07-12T18:52:54.474185
2.9,0.15,2.0,1.96,-0.79,1.99,-0.3,-2.34,1587.49,43.85,105.39,27.0,53.77,11.54,408.34,0.29,-8.060001,-34.900924,2025-07-12T18:52:54.974185
-0.54,2.96,-0.83,-1.42,-0.54,-1.3,-0.23,-2.6,384.02,6.64,80.76,68.44,92.1,12.16,449.65,0.01,-8.060961,-34.899893,2025-07-12T18:52:55.474185
-1.83,0.32,-1.33,-0.14,2.48,0.39,-2.5,-0.86,2417.28,24.42,94.24,21.52,86.0,10.51,455.57,0.69,-8.059478,-34.899934,2025-07-12T18:52:55.974185
3.0,0.52,-2.71,-0.55,2.27,-2.23,0.49,2.16,4728.22,58.44,74.39,11.77,71.64,12.02,255.16,0.54,-8.060124,-34.899247,2025-07-12T18:52:56.474185
2.82,0.82,-0.17,0.4,0.52,1.68,2.17,-1.31,1427.51,44.53,109.27,66.82,69.33,11.06,401.23,0.95,-8.060863,-34.899918,2025-07-12T18:52:56.974185
-2.75,-1.04,-2.91,-2.58,-1.74,-1.07,2.16,-1.5,3801.8,21.78,93.84,51.43,93.92,11.28,345.59,0.75,-8.059489,-34.899369,2025-07-12T18:52:57.474185
2.51,-1.28,-0.62,-0.67,-0.2,1.06,2.98,-2.31,2358.29,21.28,90.07,67.43,99.15,11.71,499.78,0.55,-8.059185,-34.900934,2025-07-12T18:52:57.974185
-1.9,0.64,1.62,-0.15,1.32,-1.11,1.14,-1.56,7354.14,43.46,106.96,21.44,56.45,10.98,284.6,0.66,-8.059183,-34.9007,2025-07-12T18:52:58.474185
2.8,0.96,1.77,-0.41,-1.86,1.77,2.37,0.61,2397.4,32.37,109.84,66.58,90.04,11.59,486.21,0.47,-8.05968,-34.89938,2025-07-12T18:52:58.974185
0.28,-2.87,-1.64,0.2,-0.27,-2.14,-0.28,2.23,3106.79,24.34,86.63,59.87,88.6,11.04,318.18,0.26,-8.059466,-34.900903,2025-07-12T18:52:59.474185
1.43,0.13,2.37,-0.72,0.17,-1.0,-1.2,1.76,6924.62,46.82,100.37,18.81,53.2,11.59,114.2,0.47,-8.06024,-34.900129,2025-07-12T18:52:59.974185
-0.03,2.32,-2.19,2.61,0.72,-2.71,2.58,1.71,1055.57,36.0,97.17,87.92,65.72,10.55,192.21,0.33,-8.060995,-34.89981,2025-07-12T18:53:00.474185
-2.25,1.37,-0.85,-2.72,2.64,1.16,-1.63,1.26,6739.92,59.92,77.68,5.8,96.83,11.74,210.65,0.9,-8.060653,-34.900347,2025-07-12T18:53:00.974185
-2.99,2.1,1.7,-2.2,2.53,2.99,2.55,-2.24,6820.0,15.25,72.69,79.08,62.09,11.85,132.42,0.83,-8.059934,-34.899969,2025-07-12T18:53:01.474185
1.76,-0.91,0.97,0.39,-1.39,-1.15,-1.32,-2.97,638.61,41.43,85.03,75.42,75.01,11.98,247.66,0.11,-8.060724,-34.900221,2025-07-12T18:53:01.974185
-0.73,-1.58,0.11,-2.96,0.94,0.43,2.05,-0.82,5719.52,54.3,86.35,9.0,93.08,11.77,465.77,0.95,-8.060756,-34.90072,2025-07-12T18:53:02.474185
1.8,-1.53,1.39,0.3,0.41,-2.39,-0.89,1.09,5515.2,32.08,93.27,68.28,59.06,11.22,123.95,0.77,-8.060799,-34.899128,2025-07-12T18:53:02.974185
-1.19,-0.62,1.89,2.41,0.53,-0.81,1.09,0.26,6851.71,40.35,69.47,16.95,98.19,11.4,168.34,0.12,-8.059296,-34.900865,2025-07-12T18:53:03.474185
-1.13,1.23,2.3,-1.2,-0.09,-2.48,2.18,-2.3,3361.82,38.34,73.24,78.35,67.06,11.76,251.07,0.86,-8.059334,-34.899268,2025-07-12T18:53:03.974185
-0.57,2.41,1.84,-1.21,-0.8,0.01,2.21,-0.71,6495.96,41.3,99.64,90.92,83.71,12.36,258.53,0.99,-8.060599,-34.900798,2025-07-12T18:53:04.474185
-1.85,0.82,-1.16,-1.41,1.06,2.18,0.94,2.45,3349.78,11.04,65.04,1.68,81.09,12.27,284.51,0.32,-8.059847,-34.900582,2025-07-12T18:53:04.974185
1.21,1.32,-1.38,-0.29,0.19,2.23,2.0,1.78,354.88,21.08,70.84,69.54,71.38,11.0,186.73,0.52,-8.059695,-34.899745,2025-07-12T18:53:05.474185
-2.12,1.59,-0.72,-1.48,0.19,-0.49,-2.35,1.32,5424.3,58.69,99.32,63.76,64.25,11.92,115.51,0.54,-8.059178,-34.899452,2025-07-12T18:53:05.974185
2.7,0.46,1.03,2.89,-0.02,2.1,1.15,-0.9,6475.28,48.85,109.61,99.78,89.36,10.65,399.73,0.17,-8.059717,-34.900036,2025-07-12T18:53:06.474185
-1.09,-0.18,0.97,-0.21,-0.2,1.12,2.45,-0.29,3047.3,32.8,81.42,99.14,50.15,12.0,383.99,0.56,-8.059683,-34.90034,2025-07-12T18:53:06.974185
