accx,accy,accz,dpsx,dpsy,dpsz,roll,pitch,rpm,vel,temp_motor,soc,temp_cvt,volt,current,flags,latitude,longitude,timestamp
0.0,0.07,9.52,-0.9,-0.51,-0.73,3.03,-1.77,5345.39,44.97,64.5,99.5,53.8,12.98,244.5,0,-8.053979,-34.881232,2025-07-21T10:08:24.540302
0.0,0.05,9.77,0.25,-0.86,0.4,2.97,4.85,5452.04,44.97,64.5,99.5,53.8,12.98,181.6,0,-8.053979,-34.881232,2025-07-21T10:08:25.040302
0.0,0.02,9.72,-0.98,-0.81,0.68,3.06,-0.42,5541.29,44.97,64.5,99.5,53.8,12.98,296.6,0,-8.053979,-34.881232,2025-07-21T10:08:25.540302
0.0,0.13,9.7,-0.73,0.97,-0.83,0.33,-3.39,5357.65,44.97,64.5,99.5,53.8,12.98,277.7,0,-8.053978,-34.881232,2025-07-21T10:08:26.040302
0.0,0.01,9.77,0.57,-0.99,0.33,-4.47,-1.69,5452.11,44.97,64.5,99.5,53.8,12.98,240.7,0,-8.053978,-34.881232,2025-07-21T10:08:26.540302
0.0,0.1,9.74,0.52,-0.12,-0.51,0.74,1.01,5332.27,44.97,64.5,99.5,53.8,12.98,184.8,0,-8.053978,-34.881232,2025-07-21T10:08:27.040302
0.0,0.19,9.77,-0.32,-0.6,0.16,1.8,-1.66,5335.49,44.97,64.5,99.5,53.8,12.98,281.6,0,-8.053978,-34.881232,2025-07-21T10:08:27.540302
0.0,-0.12,9.69,-0.62,-0.36,0.43,2.24,2.09,5527.73,44.97,64.5,99.5,53.8,12.98,192.2,0,-8.053978,-34.881231,2025-07-21T10:08:28.040302
0.0,-0.2,9.43,-0.58,-0.34,-0.31,1.1,-2.45,5521.38,44.97,64.5,99.5,53.8,12.98,242.2,0,-8.053978,-34.881231,2025-07-21T10:08:28.540302
0.0,0.06,9.52,-0.48,0.85,-0.49,-3.03,2.52,5204.39,44.97,64.5,99.5,53.8,12.98,274.4,0,-8.053978,-34.881231,2025-07-21T10:08:29.040302
0.0,0.19,9.57,0.05,0.13,0.32,-0.5,-1.6,5465.68,44.97,64.5,99.5,53.8,12.98,199.8,0,-8.053978,-34.881231,2025-07-21T10:08:29.540302
0.0,-0.06,9.63,0.55,-0.58,-0.38,-2.57,1.7,5467.35,44.97,64.5,99.5,53.8,12.98,260.7,0,-8.053978,-34.881231,2025-07-21T10:08:30.040302
0.0,-0.15,9.47,0.31,-0.54,0.16,-1.22,2.02,5216.57,44.97,64.5,99.5,53.8,12.98,168.4,0,-8.053978,-34.881231,2025-07-21T10:08:30.540302
0.0,0.02,9.53,0.21,0.61,0.4,-4.84,-0.3,5493.77,44.97,64.5,99.5,53.8,12.98,249.9,0,-8.053978,-34.881231,2025-07-21T10:08:31.040302
0.0,-0.08,9.43,-0.61,-0.39,-0.29,-2.68,0.96,5536.66,44.97,64.5,99.5,53.8,12.98,295.7,0,-8.053977,-34.881231,2025-07-21T10:08:31.540302
0.0,-0.19,9.77,-0.13,0.22,-0.37,1.56,0.36,5565.35,44.97,64.5,99.5,53.8,12.98,247.8,0,-8.053977,-34.881231,2025-07-21T10:08:32.040302
0.0,0.11,9.65,0.92,-0.95,0.87,-4.95,-2.95,5417.02,44.98,64.5,99.5,53.8,12.98,214.0,0,-8.053977,-34.881231,2025-07-21T10:08:32.540302
0.0,0.13,9.71,-0.46,-0.43,-0.56,-3.58,1.3,5301.81,44.98,64.5,99.5,53.8,12.98,177.8,0,-8.053977,-34.881231,2025-07-21T10:08:33.040302
0.0,0.16,9.74,-0.64,-0.79,0.96,-1.11,-3.35,5526.01,44.98,64.5,99.5,53.8,12.98,280.5,0,-8.053977,-34.881231,2025-07-21T10:08:33.540302
0.0,-0.15,9.66,0.47,0.36,-0.52,-1.45,-0.65,5256.09,44.98,64.5,99.5,53.8,12.98,239.9,0,-8.053977,-34.881231,2025-07-21T10:08:34.040302
0.0,0.15,9.5,-0.7,0.8,-0.78,-4.91,-3.52,5381.39,44.98,64.5,99.5,53.8,12.98,158.1,0,-8.053977,-34.881231,2025-07-21T10:08:34.540302
0.0,-0.01,9.65,0.66,0.55,0.25,-1.8,2.55,5283.14,44.98,64.5,99.5,53.8,12.98,268.4,0,-8.053977,-34.881231,2025-07-21T10:08:35.040302
0.0,0.07,9.74,0.94,-0.52,0.44,2.3,0.24,5467.45,44.98,64.5,99.5,53.8,12.98,292.9,0,-8.053977,-34.881231,2025-07-21T10:08:35.540302
0.0,0.17,9.74,0.54,1.0,-0.62,1.16,2.1,5358.17,44.98,64.5,99.5,53.8,12.98,193.2,0,-8.053977,-34.881231,2025-07-21T10:08:36.040302
0.0,-0.12,9.63,-0.55,0.13,0.99,3.56,-2.53,5558.73,44.98,64.6,99.5,53.8,12.98,256.6,0,-8.053977,-34.881231,2025-07-21T10:08:36.540302
0.0,0.03,9.44,0.65,0.47,-0.02,2.36,4.14,5332.52,44.98,64.6,99.5,53.8,12.98,174.4,0,-8.053976,-34.881231,2025-07-21T10:08:37.040302
0.0,0.0,9.44,0.26,-0.12,-0.62,-3.45,4.57,5593.09,44.98,64.6,99.5,53.8,12.98,198.7,0,-8.053976,-34.881231,2025-07-21T10:08:37.540302
0.0,0.15,9.63,-0.49,-0.8,0.34,-4.76,-3.43,5256.54,44.98,64.6,99.5,53.8,12.98,158.7,0,-8.053976,-34.881231,2025-07-21T10:08:38.040302
0.0,0.07,9.51,0.92,0.65,0.33,0.73,-0.86,5228.76,44.98,64.6,99.5,53.8,12.98,275.3,0,-8.053976,-34.881231,2025-07-21T10:08:38.540302
0.0,0.01,9.78,-0.94,0.92,-0.76,3.52,-0.05,5409.2,44.98,64.6,99.5,53.8,12.98,266.7,0,-8.053976,-34.881231,2025-07-21T10:08:39.040302
0.0,0.09,9.47,0.33,0.64,-0.6,-4.83,-0.07,5270.85,44.98,64.6,99.5,53.8,12.98,273.0,0,-8.053976,-34.881231,2025-07-21T10:08:39.540302
0.0,0.07,9.57,-0.97,-0.22,-0.45,-1.44,-4.9,5561.17,44.98,64.6,99.5,53.8,12.98,211.1,0,-8.053976,-34.881231,2025-07-21T10:08:40.040302
0.0,-0.17,9.79,0.67,-0.37,-0.11,3.2,0.99,5213.76,44.98,64.6,99.5,53.8,12.98,234.2,0,-8.053976,-34.881231,2025-07-21T10:08:40.540302
0.0,0.07,9.75,0.09,-0.07,0.2,0.73,-4.56,5276.34,44.98,64.6,99.5,53.8,12.98,159.5,0,-8.053976,-34.881231,2025-07-21T10:08:41.040302
0.0,-0.14,9.62,-0.19,-0.92,-0.35,-2.45,2.82,5394.94,44.98,64.6,99.5,53.8,12.98,295.0,0,-8.053976,-34.881231,2025-07-21T10:08:41.540302
0.0,-0.14,9.42,0.15,-0.46,0.73,-4.57,-0.71,5264.22,44.98,64.6,99.5,53.8,12.98,163.8,0,-8.053975,-34.881231,2025-07-21T10:08:42.040302
0.0,0.07,9.62,0.84,-0.16,-0.7,-1.4,2.18,5230.58,44.98,64.6,99.5,53.8,12.98,200.7,0,-8.053975,-34.881231,2025-07-21T10:08:42.540302
0.0,-0.18,9.64,0.34,0.64,-0.57,-4.62,-3.73,5546.71,44.98,64.6,99.5,53.8,12.98,270.8,0,-8.053975,-34.881231,2025-07-21T10:08:43.040302
0.0,0.05,9.42,0.61,-0.53,-0.32,1.76,2.59,5353.57,44.98,64.6,99.5,53.8,12.98,208.1,0,-8.053975,-34.881231,2025-07-21T10:08:43.540302
0.0,-0.18,9.47,-0.5,-0.06,0.59,-2.19,3.79,5547.31,44.98,64.6,99.5,53.8,12.98,185.0,0,-8.053975,-34.881231,2025-07-21T10:08:44.040302
0.0,-0.2,9.53,-0.17,0.88,0.58,-3.38,1.63,5488.11,44.98,64.6,99.5,53.8,12.98,186.0,0,-8.053975,-34.881231,2025-07-21T10:08:44.540302
0.0,-0.02,9.46,-0.8,-0.02,0.54,0.11,-4.01,5460.65,44.98,64.6,99.5,53.8,12.98,193.6,0,-8.053975,-34.881231,2025-07-21T10:08:45.040302
0.0,0.04,9.61,-0.32,0.44,0.96,-3.12,-2.82,5388.17,44.99,64.6,99.5,53.8,12.98,290.8,0,-8.053975,-34.881231,2025-07-21T10:08:45.540302
0.0,-0.1,9.45,-0.56,0.57,0.03,-4.09,-4.01,5332.87,44.99,64.6,99.5,53.8,12.98,262.1,0,-8.053975,-34.881231,2025-07-21T10:08:46.040302
0.0,0.06,9.74,-0.99,-0.88,0.93,2.88,-0.72,5297.05,44.99,64.6,99.5,53.8,12.98,289.9,0,-8.053975,-34.881231,2025-07-21T10:08:46.540302
0.0,-0.04,9.77,-0.15,0.56,0.11,-1.42,-0.73,5423.49,44.99,64.6,99.5,53.8,12.98,292.8,0,-8.053974,-34.881231,2025-07-21T10:08:47.040302
0.0,-0.09,9.49,-0.26,0.22,0.04,-0.15,1.79,5235.08,44.99,64.6,99.5,53.8,12.98,223.8,0,-8.053974,-34.881231,2025-07-21T10:08:47.540302
0.0,0.0,9.48,0.17,0.39,-0.53,2.9,-4.19,5581.91,44.99,64.6,99.5,53.8,12.98,166.8,0,-8.053974,-34.881231,2025-07-21T10:08:48.040302
0.0,0.14,9.7,0.65,0.65,0.39,-0.19,2.66,5307.36,44.99,64.6,99.5,53.8,12.98,272.5,0,-8.053974,-34.881231,2025-07-21T10:08:48.540302
0.0,-0.02,9.76,-0.53,0.59,-0.95,-3.1,0.92,5495.84,44.99,64.6,99.5,53.8,12.98,153.6,0,-8.053974,-34.881231,2025-07-21T10:08:49.040302
0.0,-0.13,9.48,0.22,0.2,0.91,3.64,1.79,5370.16,44.99,64.6,99.5,53.8,12.98,156.4,0,-8.053974,-34.881231,2025-07-21T10:08:49.540302
0.0,-0.15,9.68,-0.79,0.79,-0.23,-1.32,-4.38,5498.81,44.99,64.6,99.5,53.8,12.98,295.4,0,-8.053974,-34.881231,2025-07-21T10:08:50.040302
0.0,-0.2,9.43,-0.78,0.46,0.72,2.86,2.32,5291.95,44.99,64.6,99.5,53.8,12.98,281.3,0,-8.053974,-34.881231,2025-07-21T10:08:50.540302
0.0,-0.16,9.54,-0.62,-0.88,-0.8,4.78,4.46,5288.22,44.99,64.6,99.5,53.8,12.98,292.5,0,-8.053974,-34.881231,2025-07-21T10:08:51.040302
0.0,0.05,9.5,-0.11,0.18,0.85,0.51,-0.86,5437.54,44.99,64.6,99.5,53.8,12.98,150.1,0,-8.053973,-34.881231,2025-07-21T10:08:51.540302
0.0,-0.14,9.78,0.7,0.73,0.5,4.82,-1.4,5201.2,44.99,64.6,99.5,53.8,12.98,202.9,0,-8.053973,-34.881231,2025-07-21T10:08:52.040302
0.0,0.06,9.57,0.69,-0.63,0.53,-2.67,-4.11,5557.47,44.99,64.6,99.5,53.8,12.98,253.8,0,-8.053973,-34.881231,2025-07-21T10:08:52.540302
0.0,-0.04,9.66,-0.21,0.49,0.8,1.09,1.78,5398.62,44.99,64.6,99.5,53.8,12.98,230.2,0,-8.053973,-34.881231,2025-07-21T10:08:53.040302
0.0,0.08,9.4,0.66,-0.39,-0.57,-3.19,-1.36,5438.93,44.99,64.6,99.5,53.8,12.98,150.0,0,-8.053973,-34.881231,2025-07-21T10:08:53.540302
0.0,-0.02,9.6,-0.56,0.95,-0.08,-3.2,1.97,5399.84,44.99,64.6,99.5,53.8,12.98,159.8,0,-8.053973,-34.881231,2025-07-21T10:08:54.040302
0.0,0.14,9.74,0.27,0.26,0.45,1.29,0.71,5413.56,44.99,64.6,99.5,53.8,12.98,191.2,0,-8.053973,-34.881231,2025-07-21T10:08:54.540302
0.0,-0.04,9.56,0.86,-0.8,-0.43,-2.26,1.66,5478.58,44.99,64.6,99.5,53.8,12.98,272.9,0,-8.053973,-34.881231,2025-07-21T10:08:55.040302
0.0,-0.17,9.77,-0.23,-0.7,-0.81,3.23,0.34,5491.29,44.99,64.6,99.5,53.8,12.98,232.8,0,-8.053973,-34.881231,2025-07-21T10:08:55.540302
0.0,-0.2,9.71,0.11,-0.8,0.48,-0.03,1.5,5232.97,44.99,64.6,99.5,53.8,12.98,236.0,0,-8.053973,-34.88123,2025-07-21T10:08:56.040302
0.0,0.16,9.77,0.66,0.84,0.26,-4.32,0.32,5479.72,44.99,64.6,99.5,53.8,12.98,271.0,0,-8.053972,-34.88123,2025-07-21T10:08:56.540302
0.0,-0.03,9.4,-0.96,0.32,-0.23,-2.8,-3.24,5253.17,44.99,64.6,99.5,53.8,12.98,299.6,0,-8.053972,-34.88123,2025-07-21T10:08:57.040302
0.0,-0.08,9.53,-0.99,-0.95,0.34,-4.73,-0.86,5248.09,44.99,64.6,99.5,53.8,12.98,212.8,0,-8.053972,-34.88123,2025-07-21T10:08:57.540302
0.0,0.16,9.7,-0.93,-0.08,0.99,-0.79,-3.7,5455.93,44.99,64.6,99.5,53.8,12.98,182.8,0,-8.053972,-34.88123,2025-07-21T10:08:58.040302
0.0,-0.09,9.75,0.48,0.22,-0.83,0.16,-1.88,5246.64,44.99,64.6,99.5,53.8,12.98,269.8,0,-8.053972,-34.88123,2025-07-21T10:08:58.540302
0.0,-0.19,9.51,0.77,0.03,0.86,0.35,2.21,5249.06,44.99,64.6,99.5,53.9,12.98,188.9,0,-8.053972,-34.88123,2025-07-21T10:08:59.040302
0.0,0.15,9.66,0.29,-0.09,0.83,0.72,3.15,5250.24,44.99,64.6,99.5,53.9,12.98,279.8,0,-8.053972,-34.88123,2025-07-21T10:08:59.540302
0.0,-0.09,9.57,-0.3,-0.16,0.28,-4.56,0.13,5447.22,44.99,64.6,99.5,53.9,12.98,154.5,0,-8.053972,-34.88123,2025-07-21T10:09:00.040302
0.0,0.0,9.59,-0.95,0.61,-0.07,-1.68,-2.28,5376.94,44.99,64.6,99.5,53.9,12.98,226.8,0,-8.053972,-34.88123,2025-07-21T10:09:00.540302
0.0,0.11,9.65,0.72,0.16,-0.88,1.01,0.09,5341.97,44.99,64.6,99.5,53.9,12.98,163.1,0,-8.053971,-34.88123,2025-07-21T10:09:01.040302
0.0,-0.2,9.44,-0.77,0.97,0.89,3.02,3.95,5494.92,44.99,64.6,99.5,53.9,12.98,222.9,0,-8.053971,-34.88123,2025-07-21T10:09:01.540302
0.0,0.07,9.7,-0.69,0.68,0.72,1.03,-3.28,5217.56,44.99,64.6,99.5,53.9,12.98,251.1,0,-8.053971,-34.88123,2025-07-21T10:09:02.040302
0.0,-0.06,9.72,0.51,-0.3,0.23,2.96,-1.57,5302.28,44.99,64.6,99.5,53.9,12.98,178.6,0,-8.053971,-34.88123,2025-07-21T10:09:02.540302
0.0,-0.05,9.78,-0.16,-0.62,0.82,0.51,-4.02,5386.45,44.99,64.6,99.5,53.9,12.98,288.4,0,-8.053971,-34.88123,2025-07-21T10:09:03.040302
0.0,-0.1,9.44,0.54,-0.98,0.96,0.76,0.85,5427.0,44.99,64.6,99.5,53.9,12.98,281.5,0,-8.053971,-34.88123,2025-07-21T10:09:03.540302
0.0,-0.14,9.62,-0.94,0.69,0.44,3.37,3.74,5333.5,45.0,64.6,99.5,53.9,12.98,274.0,0,-8.053971,-34.88123,2025-07-21T10:09:04.040302
0.0,-0.06,9.51,-0.96,-0.26,0.21,2.32,1.88,5389.2,45.0,64.6,99.5,53.9,12.98,173.5,0,-8.053971,-34.88123,2025-07-21T10:09:04.540302
0.0,-0.02,9.74,-0.59,0.31,-0.36,-3.18,-1.57,5469.35,45.0,64.6,99.5,53.9,12.98,172.9,0,-8.053971,-34.88123,2025-07-21T10:09:05.040302
0.0,0.17,9.49,-0.95,-0.43,-0.75,1.06,1.99,5332.97,45.0,64.6,99.5,53.9,12.98,253.8,0,-8.053971,-34.88123,2025-07-21T10:09:05.540302
0.0,0.11,9.41,-0.89,-0.89,-0.35,1.43,1.66,5420.41,45.0,64.6,99.5,53.9,12.98,232.5,0,-8.053971,-34.88123,2025-07-21T10:09:06.040302
0.0,-0.06,9.5,0.71,-0.87,-0.42,1.62,-2.04,5313.77,45.0,64.6,99.5,53.9,12.98,287.2,0,-8.05397,-34.88123,2025-07-21T10:09:06.540302
0.0,0.14,9.79,-0.4,0.67,-0.27,-0.22,2.41,5416.64,45.0,64.6,99.5,53.9,12.98,189.1,0,-8.05397,-34.88123,2025-07-21T10:09:07.040302
0.0,-0.05,9.51,1.0,-0.33,0.46,4.78,-3.84,5445.12,45.0,64.6,99.5,53.9,12.98,290.5,0,-8.05397,-34.88123,2025-07-21T10:09:07.540302
0.0,0.03,9.43,0.96,0.12,-0.55,-2.51,-2.05,5371.26,45.0,64.6,99.5,53.9,12.98,251.1,0,-8.05397,-34.88123,2025-07-21T10:09:08.040302
0.0,-0.06,9.78,0.09,0.27,-0.18,-3.11,4.7,5358.72,45.0,64.6,99.5,53.9,12.98,204.7,0,-8.05397,-34.88123,2025-07-21T10:09:08.540302
0.0,0.12,9.6,-0.22,-0.02,-0.83,-2.98,3.61,5542.95,45.0,64.6,99.5,53.9,12.98,263.1,0,-8.05397,-34.88123,2025-07-21T10:09:09.040302
0.0,-0.18,9.78,0.34,-0.81,-0.56,-3.6,4.37,5381.21,45.0,64.7,99.5,53.9,12.98,232.5,0,-8.05397,-34.88123,2025-07-21T10:09:09.540302
0.0,0.04,9.72,-0.54,-0.08,0.79,3.85,2.51,5326.03,45.0,64.7,99.5,53.9,12.98,284.3,0,-8.05397,-34.88123,2025-07-21T10:09:10.040302
0.0,-0.03,9.73,0.56,0.71,0.07,4.71,-2.46,5368.02,45.0,64.7,99.5,53.9,12.98,176.9,0,-8.05397,-34.88123,2025-07-21T10:09:10.540302
0.0,-0.07,9.76,0.27,-0.75,0.42,0.95,2.98,5337.63,45.0,64.7,99.5,53.9,12.98,243.5,0,-8.05397,-34.88123,2025-07-21T10:09:11.040302
0.0,-0.06,9.78,0.77,0.8,-0.73,2.52,-2.53,5255.47,45.0,64.7,99.5,53.9,12.98,197.6,0,-8.05397,-34.88123,2025-07-21T10:09:11.540302
0.0,0.09,9.72,0.59,0.84,0.19,-4.04,3.02,5544.03,45.0,64.7,99.5,53.9,12.98,244.9,0,-8.053969,-34.88123,2025-07-21T10:09:12.040302
0.0,-0.04,9.74,0.29,-0.0,-0.1,-4.04,2.91,5593.39,45.0,64.7,99.5,53.9,12.98,197.4,0,-8.053969,-34.88123,2025-07-21T10:09:12.540302
0.0,0.12,9.74,0.11,0.01,0.89,-4.19,-3.76,5293.7,45.0,64.7,99.5,53.9,12.98,294.6,0,-8.053969,-34.88123,2025-07-21T10:09:13.040302
0.0,0.04,9.69,0.67,0.15,0.11,-3.89,0.08,5487.57,45.0,64.7,99.5,53.9,12.98,259.7,0,-8.053969,-34.88123,2025-07-21T10:09:13.540302
0.0,0.14,9.65,0.18,-0.06,-0.36,2.06,1.13,5434.4,45.0,64.7,99.5,53.9,12.98,259.6,0,-8.053969,-34.88123,2025-07-21T10:09:14.040302
0.0,0.12,9.59,-0.59,0.09,-0.03,-2.41,1.25,5282.77,45.0,64.7,99.5,53.9,12.98,194.4,0,-8.053969,-34.88123,2025-07-21T10:09:14.540302
0.0,-0.06,9.42,0.74,0.22,-0.63,2.74,-4.86,5458.65,45.0,64.7,99.5,53.9,12.98,190.1,0,-8.053969,-34.88123,2025-07-21T10:09:15.040302
0.0,-0.02,9.48,0.91,0.71,-0.77,3.54,-2.88,5291.18,45.0,64.7,99.5,53.9,12.98,198.0,0,-8.053969,-34.88123,2025-07-21T10:09:15.540302
0.0,0.2,9.77,0.58,0.18,-0.5,4.77,3.87,5217.97,45.0,64.7,99.5,53.9,12.98,222.6,0,-8.053969,-34.88123,2025-07-21T10:09:16.040302
0.0,0.07,9.78,-0.26,0.31,0.21,-0.91,-2.2,5598.06,45.0,64.7,99.5,53.9,12.98,222.2,0,-8.053969,-34.88123,2025-07-21T10:09:16.540302
0.0,0.0,9.51,-0.49,-0.74,0.58,2.12,-2.05,5233.26,45.0,64.7,99.5,53.9,12.98,157.3,0,-8.053968,-34.88123,2025-07-21T10:09:17.040302
0.0,0.16,9.52,0.97,-0.65,0.53,2.98,-0.3,5554.4,45.0,64.7,99.5,53.9,12.98,297.5,0,-8.053968,-34.88123,2025-07-21T10:09:17.540302
0.0,0.01,9.44,-0.72,-0.77,-0.31,1.97,-1.32,5265.44,45.0,64.7,99.5,53.9,12.98,277.5,0,-8.053968,-34.88123,2025-07-21T10:09:18.040302
0.0,0.14,9.64,-0.26,0.0,-0.72,3.33,-0.54,5399.74,45.0,64.7,99.5,53.9,12.98,298.9,0,-8.053968,-34.88123,2025-07-21T10:09:18.540302
0.0,-0.1,9.44,-0.09,0.42,0.15,-1.44,1.25,5582.81,45.0,64.7,99.5,53.9,12.98,155.3,0,-8.053968,-34.88123,2025-07-21T10:09:19.040302
0.0,0.11,9.54,0.37,0.36,0.66,0.08,-1.18,5201.99,45.0,64.7,99.5,53.9,12.98,201.0,0,-8.053968,-34.88123,2025-07-21T10:09:19.540302
0.0,-0.03,9.65,0.76,-0.23,-0.59,-1.91,-0.69,5277.67,45.0,64.7,99.5,53.9,12.98,216.2,0,-8.053968,-34.88123,2025-07-21T10:09:20.040302
0.0,-0.15,9.54,0.88,0.2,-0.48,0.49,-4.35,5200.73,45.0,64.7,99.5,53.9,12.98,264.7,0,-8.053968,-34.88123,2025-07-21T10:09:20.540302
0.0,0.0,9.7,0.5,-0.65,0.17,2.74,2.75,5336.41,45.0,64.7,99.5,53.9,12.98,176.2,0,-8.053968,-34.88123,2025-07-21T10:09:21.040302
0.0,0.15,9.72,0.63,0.91,0.35,-1.74,-4.32,5450.24,45.0,64.7,99.5,53.9,12.98,287.5,0,-8.053968,-34.88123,2025-07-21T10:09:21.540302
0.0,-0.09,9.52,0.4,-0.14,-0.09,1.76,3.55,5350.35,45.0,64.7,99.5,53.9,12.98,269.8,0,-8.053968,-34.88123,2025-07-21T10:09:22.040302
0.0,0.19,9.72,-0.18,-0.53,0.08,-3.57,2.16,5466.35,45.0,64.7,99.5,53.9,12.98,192.5,0,-8.053967,-34.88123,2025-07-21T10:09:22.540302
0.0,-0.17,9.56,0.55,0.13,0.52,0.2,4.83,5235.88,45.0,64.7,99.5,53.9,12.98,267.2,0,-8.053967,-34.88123,2025-07-21T10:09:23.040302
0.0,-0.15,9.59,-0.42,-0.64,0.74,-0.17,-1.34,5439.51,45.0,64.7,99.5,53.9,12.98,245.7,0,-8.053967,-34.88123,2025-07-21T10:09:23.540302
0.0,-0.02,9.71,0.01,0.5,0.92,-4.84,-2.36,5478.55,45.0,64.7,99.5,53.9,12.98,264.3,0,-8.053967,-34.88123,2025-07-21T10:09:24.040302
0.0,0.15,9.63,-0.26,-0.96,-0.81,3.65,4.37,5417.88,45.0,64.7,99.5,53.9,12.98,179.3,0,-8.053967,-34.88123,2025-07-21T10:09:24.540302
0.0,-0.18,9.54,-0.6,0.41,0.93,1.16,-4.76,5266.48,45.0,64.7,99.5,53.9,12.98,232.4,0,-8.053967,-34.88123,2025-07-21T10:09:25.040302
0.0,0.09,9.53,0.98,0.49,0.6,4.0,-0.42,5417.24,45.0,64.7,99.5,53.9,12.98,247.8,0,-8.053967,-34.881229,2025-07-21T10:09:25.540302
0.0,0.04,9.78,0.82,-0.56,-0.54,2.77,-0.35,5233.7,45.0,64.7,99.5,53.9,12.98,226.3,0,-8.053967,-34.881229,2025-07-21T10:09:26.040302
0.0,-0.0,9.48,-0.93,-0.52,0.16,-1.94,0.49,5321.3,45.0,64.7,99.5,53.9,12.98,290.7,0,-8.053967,-34.881229,2025-07-21T10:09:26.540302
0.0,0.2,9.47,-0.58,-0.26,0.43,2.52,3.43,5288.0,45.0,64.7,99.5,53.9,12.98,289.4,0,-8.053967,-34.881229,2025-07-21T10:09:27.040302
0.0,-0.18,9.58,0.01,-0.69,-0.95,-4.81,1.91,5308.98,45.0,64.7,99.5,53.9,12.98,275.1,0,-8.053967,-34.881229,2025-07-21T10:09:27.540302
0.0,0.08,9.79,-0.38,-0.44,-0.59,0.39,-0.27,5357.83,45.0,64.7,99.5,53.9,12.98,251.4,0,-8.053966,-34.881229,2025-07-21T10:09:28.040302
0.0,0.12,9.7,0.21,-0.93,-0.28,1.54,0.2,5433.97,45.0,64.7,99.5,53.9,12.98,163.4,0,-8.053966,-34.881229,2025-07-21T10:09:28.540302
0.0,-0.07,9.56,0.68,-0.62,-0.6,0.83,-1.16,5342.8,45.0,64.7,99.5,53.9,12.98,291.5,0,-8.053966,-34.881229,2025-07-21T10:09:29.040302
0.0,0.19,9.42,0.21,-0.7,0.54,1.42,-3.92,5385.42,45.0,64.7,99.5,53.9,12.98,276.4,0,-8.053966,-34.881229,2025-07-21T10:09:29.540302
0.0,-0.13,9.42,0.07,-0.14,0.36,3.73,1.19,5310.96,45.0,64.7,99.5,53.9,12.98,233.9,0,-8.053966,-34.881229,2025-07-21T10:09:30.040302
0.0,-0.17,9.45,0.3,-0.58,0.66,1.42,0.34,5378.04,45.0,64.7,99.5,53.9,12.98,294.2,0,-8.053966,-34.881229,2025-07-21T10:09:30.540302
-0.0,0.04,9.8,-0.08,0.85,-0.13,-1.21,-2.02,5313.26,45.0,64.7,99.5,53.9,12.98,252.8,0,-8.053966,-34.881229,2025-07-21T10:09:31.040302
-0.0,0.1,9.7,-0.27,0.59,0.54,-4.69,4.98,5547.75,45.0,64.7,99.5,53.9,12.98,152.2,0,-8.053966,-34.881229,2025-07-21T10:09:31.540302
-0.0,0.01,9.48,-0.01,-0.99,-0.15,3.78,3.6,5518.57,45.0,64.7,99.5,53.9,12.98,262.8,0,-8.053966,-34.881229,2025-07-21T10:09:32.040302
-0.0,-0.1,9.44,-0.92,0.93,-0.8,3.17,2.34,5527.22,45.0,64.7,99.5,53.9,12.98,166.8,0,-8.053965,-34.881229,2025-07-21T10:09:32.540302
-0.0,0.1,9.69,-0.39,0.25,-0.28,1.49,-2.12,5202.23,45.0,64.7,99.5,53.9,12.98,189.9,0,-8.053965,-34.881229,2025-07-21T10:09:33.040302
-0.0,0.05,9.68,-0.14,-0.31,0.91,1.88,-2.71,5312.06,45.0,64.7,99.5,53.9,12.98,268.8,0,-8.053965,-34.881229,2025-07-21T10:09:33.540302
-0.0,-0.1,9.42,0.37,0.75,0.09,1.59,-0.29,5375.54,45.0,64.7,99.5,53.9,12.98,205.2,0,-8.053965,-34.881229,2025-07-21T10:09:34.040302
-0.0,0.2,9.78,0.53,0.02,-0.18,1.75,1.18,5290.6,45.0,64.7,99.5,53.9,12.98,273.5,0,-8.053965,-34.881229,2025-07-21T10:09:34.540302
-0.0,-0.03,9.52,0.62,0.07,0.24,3.34,1.9,5272.48,45.0,64.7,99.5,53.9,12.98,235.5,0,-8.053965,-34.881229,2025-07-21T10:09:35.040302
-0.0,-0.1,9.62,-0.41,0.66,0.02,1.96,0.97,5264.95,45.0,64.7,99.5,53.9,12.98,186.1,0,-8.053965,-34.881229,2025-07-21T10:09:35.540302
-0.0,0.13,9.68,-0.37,-0.37,-0.64,-2.09,1.87,5282.88,45.0,64.7,99.5,53.9,12.98,171.1,0,-8.053965,-34.881229,2025-07-21T10:09:36.040302
-0.0,0.04,9.8,-0.08,0.33,0.45,-4.39,-3.32,5314.58,45.0,64.7,99.5,53.9,12.98,264.5,0,-8.053965,-34.881229,2025-07-21T10:09:36.540302
-0.0,0.09,9.45,-0.17,-0.6,-0.63,-2.28,0.62,5592.16,45.0,64.7,99.5,53.9,12.98,156.0,0,-8.053965,-34.881229,2025-07-21T10:09:37.040302
-0.0,0.13,9.65,0.97,0.36,0.13,3.61,-1.06,5380.68,45.0,64.7,99.5,53.9,12.98,211.5,0,-8.053964,-34.881229,2025-07-21T10:09:37.540302
-0.0,0.03,9.64,0.61,0.79,-0.12,-1.47,-2.75,5348.03,45.0,64.7,99.5,53.9,12.98,262.7,0,-8.053964,-34.881229,2025-07-21T10:09:38.040302
